date,workload,energy_kwh,carbon_west_us_g,carbon_west_europe_g,carbon_north_europe_g
2022-07-06,1675762.0,837.881,335152.39999999997,209470.25,83788.09999999999
2022-07-07,3655295.0,1827.6475,731059.0,456911.875,182764.75
2022-07-08,4673289.0,2336.6445,934657.7999999999,584161.125,233664.44999999998
2022-07-09,2689559.0,1344.7795,537911.8,336194.875,134477.95
2022-07-10,1162201.0,581.1005,232440.2,145275.125,58110.05
2022-07-11,2792929.0,1396.4645,558585.8,349116.125,139646.45
2022-07-12,1482893.0,741.4465,296578.6,185361.625,74144.65
2022-07-13,4051059.0,2025.5295,810211.8,506382.375,202552.95
2022-07-14,5373902.0,2686.951,1074780.4,671737.75,268695.1
2022-07-15,1460859.0,730.4295,292171.8,182607.375,73042.95
2022-07-16,2434933.0,1217.4665,486986.6,304366.625,121746.65
2022-07-17,1106423.0,553.2115,221284.6,138302.875,55321.15
2022-07-18,2608015.0,1304.0075,521603.0,326001.875,130400.75
2022-07-19,4272859.0,2136.4295,854571.8,534107.375,213642.95
2022-07-20,4238357.0,2119.1785,847671.4,529794.625,211917.85
2022-07-21,3389016.0,1694.508,677803.2000000001,423627.0,169450.80000000002
2022-07-22,1514562.0,757.2810000000001,302912.4,189320.25000000003,75728.1
2022-07-23,3009805.0,1504.9025,601961.0,376225.625,150490.25
2022-07-24,4321062.0,2160.531,864212.4,540132.75,216053.1
2022-07-25,2353250.0,1176.625,470650.0,294156.25,117662.5
2022-07-26,2930878.0,1465.439,586175.6,366359.75,146543.9
2022-07-27,1732231.0,866.1155,346446.2,216528.875,86611.55
2022-07-28,2893998.0,1446.999,578799.6,361749.75,144699.9
2022-07-29,2896092.0,1448.046,579218.4,362011.5,144804.6
2022-07-30,2503732.0,1251.866,500746.4,312966.5,125186.6
2022-07-31,854344.0,427.172,170868.80000000002,106793.0,42717.200000000004
2022-08-01,2419673.0,1209.8365000000001,483934.60000000003,302459.125,120983.65000000001
2022-08-02,2253572.0,1126.786,450714.4,281696.5,112678.6
2022-08-03,3445915.0,1722.9575,689183.0,430739.375,172295.75
2022-08-04,2945062.0,1472.531,589012.4,368132.75,147253.1
2022-08-05,2813187.0,1406.5935,562637.4,351648.375,140659.35
2022-08-06,901135.0,450.5675,180227.0,112641.875,45056.75
2022-08-07,2236539.0,1118.2695,447307.80000000005,279567.375,111826.95000000001
2022-08-08,3289138.0,1644.569,657827.6,411142.25,164456.9
2022-08-09,1926846.0,963.423,385369.2,240855.75,96342.3
2022-08-10,1350798.0,675.399,270159.6,168849.75,67539.9
2022-08-11,970468.0,485.23400000000004,194093.6,121308.50000000001,48523.4
2022-08-12,1044050.0,522.025,208810.0,130506.25,52202.5
2022-08-13,735702.0,367.851,147140.4,91962.75,36785.1
2022-08-14,2074052.0,1037.026,414810.4,259256.50000000003,103702.6
2022-08-15,1451201.0,725.6005,290240.2,181400.125,72560.05
2022-08-16,1717103.0,858.5515,343420.60000000003,214637.875,85855.15000000001
2022-08-17,1145147.0,572.5735,229029.4,143143.375,57257.35
2022-08-18,2938582.0,1469.291,587716.4,367322.75,146929.1
2022-08-19,867327.0,433.6635,173465.4,108415.875,43366.35
2022-08-20,1735990.0,867.995,347198.0,216998.75,86799.5
2022-08-21,1401893.0,700.9465,280378.6,175236.625,70094.65
2022-08-22,968582.0,484.291,193716.4,121072.75,48429.1
2022-08-23,2176792.0,1088.396,435358.39999999997,272099.0,108839.59999999999
2022-08-24,1756104.0,878.052,351220.8,219513.0,87805.2
2022-08-25,838986.0,419.493,167797.2,104873.25,41949.3
2022-08-26,3252136.0,1626.068,650427.2,406517.0,162606.8
2022-08-27,1621343.0,810.6715,324268.60000000003,202667.875,81067.15000000001
2022-08-28,701257.0,350.62850000000003,140251.40000000002,87657.12500000001,35062.850000000006
2022-08-29,1324542.0,662.271,264908.39999999997,165567.75,66227.09999999999
2022-08-30,917686.0,458.843,183537.2,114710.75,45884.3
2022-08-31,791453.0,395.7265,158290.6,98931.625,39572.65
2022-09-01,2140864.0,1070.432,428172.8,267608.0,107043.2
2022-09-02,2655689.0,1327.8445,531137.7999999999,331961.125,132784.44999999998
2022-09-03,637681.0,318.8405,127536.20000000001,79710.125,31884.050000000003
2022-09-04,593473.0,296.7365,118694.59999999999,74184.125,29673.649999999998
2022-09-05,713720.0,356.86,142744.0,89215.0,35686.0
2022-09-06,1764276.0,882.138,352855.2,220534.5,88213.8
2022-09-07,837922.0,418.961,167584.4,104740.25,41896.1
2022-09-08,1354433.0,677.2165,270886.6,169304.125,67721.65
2022-09-09,2186675.0,1093.3375,437335.00000000006,273334.375,109333.75000000001
2022-09-10,1135082.0,567.541,227016.40000000002,141885.25,56754.100000000006
2022-09-11,507267.0,253.6335,101453.4,63408.375,25363.35
2022-09-12,700667.0,350.3335,140133.4,87583.375,35033.35
2022-09-13,1174548.0,587.274,234909.6,146818.5,58727.4
2022-09-14,790761.0,395.3805,158152.19999999998,98845.125,39538.049999999996
2022-09-15,1509100.0,754.5500000000001,301820.0,188637.50000000003,75455.0
2022-09-16,553137.0,276.56850000000003,110627.40000000001,69142.125,27656.850000000002
2022-09-17,1066260.0,533.13,213252.0,133282.5,53313.0
2022-09-18,498657.0,249.3285,99731.4,62332.125,24932.85
2022-09-19,1510705.0,755.3525,302141.0,188838.125,75535.25
2022-09-20,1451507.0,725.7535,290301.4,181438.375,72575.35
2022-09-21,769721.0,384.8605,153944.2,96215.125,38486.05
2022-09-22,1181114.0,590.557,236222.80000000002,147639.25,59055.700000000004
2022-09-23,579441.0,289.7205,115888.20000000001,72430.125,28972.050000000003
2022-09-24,1079079.0,539.5395,215815.8,134884.875,53953.95
2022-09-25,814201.0,407.1005,162840.2,101775.125,40710.05
2022-09-26,1438334.0,719.167,287666.8,179791.75,71916.7
2022-09-27,794746.0,397.373,158949.19999999998,99343.25,39737.299999999996
2022-09-28,1141275.0,570.6375,228255.00000000003,142659.375,57063.75000000001
2022-09-29,720920.0,360.46,144184.0,90115.0,36046.0
2022-09-30,2424210.0,1212.105,484842.0,303026.25,121210.5
2022-10-01,829902.0,414.951,165980.40000000002,103737.75,41495.100000000006
2022-10-02,391781.0,195.8905,78356.2,48972.625,19589.05
2022-10-03,1285741.0,642.8705,257148.2,160717.625,64287.05
2022-10-04,1138167.0,569.0835,227633.4,142270.875,56908.35
2022-10-05,950834.0,475.41700000000003,190166.80000000002,118854.25000000001,47541.700000000004
2022-10-06,3207188.0,1603.594,641437.6,400898.5,160359.4
2022-10-07,1104075.0,552.0375,220815.0,138009.375,55203.75
2022-10-08,544700.0,272.35,108940.00000000001,68087.5,27235.000000000004
2022-10-09,808074.0,404.03700000000003,161614.80000000002,101009.25000000001,40403.700000000004
2022-10-10,517783.0,258.8915,103556.6,64722.875,25889.15
2022-10-11,840381.0,420.1905,168076.19999999998,105047.625,42019.049999999996
2022-10-12,893813.0,446.9065,178762.6,111726.625,44690.65
2022-10-13,1822341.0,911.1705000000001,364468.2,227792.62500000003,91117.05
2022-10-14,1708895.0,854.4475,341779.0,213611.875,85444.75
2022-10-15,475203.0,237.60150000000002,95040.6,59400.37500000001,23760.15
2022-10-16,1640702.0,820.351,328140.4,205087.75,82035.1
2022-10-17,907950.0,453.975,181590.0,113493.75,45397.5
2022-10-18,796866.0,398.433,159373.2,99608.25,39843.3
2022-10-19,849983.0,424.99150000000003,169996.6,106247.87500000001,42499.15
2022-10-20,2130711.0,1065.3555000000001,426142.20000000007,266338.87500000006,106535.55000000002
2022-10-21,2332488.0,1166.244,466497.6,291561.0,116624.4
2022-10-22,502719.0,251.3595,100543.8,62839.875,25135.95
2022-10-23,453113.0,226.5565,90622.6,56639.125,22655.65
2022-10-24,723815.0,361.9075,144763.0,90476.875,36190.75
2022-10-25,1377110.0,688.5550000000001,275422.0,172138.75000000003,68855.5
2022-10-26,2309009.0,1154.5045,461801.8,288626.125,115450.45
2022-10-27,1056978.0,528.489,211395.6,132122.25,52848.9
2022-10-28,478842.0,239.421,95768.4,59855.25,23942.1
2022-10-29,936414.0,468.207,187282.8,117051.75,46820.7
2022-10-30,816640.0,408.32,163328.0,102080.0,40832.0
2022-10-31,875846.0,437.923,175169.2,109480.75,43792.3
2022-11-01,973843.0,486.92150000000004,194768.6,121730.37500000001,48692.15
2022-11-02,500319.0,250.1595,100063.8,62539.875,25015.95
2022-11-03,1102876.0,551.438,220575.19999999998,137859.5,55143.799999999996
2022-11-04,445174.0,222.58700000000002,89034.8,55646.75000000001,22258.7
2022-11-05,435475.0,217.7375,87095.0,54434.375,21773.75
2022-11-06,382388.0,191.19400000000002,76477.6,47798.50000000001,19119.4
2022-11-07,368692.0,184.346,73738.4,46086.5,18434.6
2022-11-08,1690554.0,845.277,338110.80000000005,211319.25,84527.70000000001
2022-11-09,1335045.0,667.5225,267009.0,166880.625,66752.25
2022-11-10,1153129.0,576.5645000000001,230625.80000000002,144141.12500000003,57656.450000000004
2022-11-11,887476.0,443.738,177495.2,110934.5,44373.8
2022-11-12,355238.0,177.619,71047.6,44404.75,17761.9
2022-11-13,876123.0,438.0615,175224.6,109515.375,43806.15
2022-11-14,830818.0,415.409,166163.6,103852.25,41540.9
2022-11-15,412924.0,206.46200000000002,82584.8,51615.50000000001,20646.2
2022-11-16,1870610.0,935.3050000000001,374122.0,233826.25000000003,93530.5
2022-11-17,1546735.0,773.3675000000001,309347.0,193341.87500000003,77336.75
2022-11-18,1163985.0,581.9925000000001,232797.00000000003,145498.12500000003,58199.25000000001
2022-11-19,402626.0,201.31300000000002,80525.20000000001,50328.25000000001,20131.300000000003
2022-11-20,870624.0,435.312,174124.80000000002,108828.0,43531.200000000004
2022-11-21,481676.0,240.838,96335.2,60209.5,24083.8
2022-11-22,1401528.0,700.764,280305.6,175191.0,70076.4
2022-11-23,577136.0,288.568,115427.2,72142.0,28856.8
2022-11-24,1658756.0,829.378,331751.2,207344.5,82937.8
2022-11-25,484104.0,242.052,96820.8,60513.0,24205.2
2022-11-26,847621.0,423.8105,169524.19999999998,105952.625,42381.049999999996
2022-11-27,779606.0,389.803,155921.2,97450.75,38980.3
2022-11-28,1569583.0,784.7915,313916.60000000003,196197.875,78479.15000000001
2022-11-29,1058420.0,529.21,211684.0,132302.5,52921.0
2022-11-30,1720046.0,860.023,344009.2,215005.75,86002.3
2022-12-01,697369.0,348.6845,139473.80000000002,87171.125,34868.450000000004
2022-12-02,1929267.0,964.6335,385853.4,241158.375,96463.35
2022-12-03,937255.0,468.6275,187451.0,117156.875,46862.75
2022-12-04,397840.0,198.92000000000002,79568.0,49730.00000000001,19892.0
2022-12-05,1507097.0,753.5485,301419.4,188387.125,75354.85
2022-12-06,570535.0,285.2675,114107.0,71316.875,28526.75
2022-12-07,1486993.0,743.4965,297398.6,185874.125,74349.65
2022-12-08,1169104.0,584.552,233820.80000000002,146138.0,58455.200000000004
2022-12-09,738138.0,369.069,147627.6,92267.25,36906.9
2022-12-10,1669212.0,834.606,333842.4,208651.5,83460.6
2022-12-11,1034725.0,517.3625,206944.99999999997,129340.62499999999,51736.24999999999
2022-12-12,460769.0,230.3845,92153.8,57596.125,23038.45
2022-12-13,2237093.0,1118.5465,447418.6,279636.625,111854.65
2022-12-14,757823.0,378.9115,151564.6,94727.875,37891.15
2022-12-15,2081990.0,1040.9950000000001,416398.00000000006,260248.75000000003,104099.50000000001
2022-12-16,713947.0,356.9735,142789.4,89243.375,35697.35
2022-12-17,982143.0,491.0715,196428.6,122767.875,49107.15
2022-12-18,456577.0,228.2885,91315.4,57072.125,22828.85
2022-12-19,945005.0,472.5025,189001.0,118125.625,47250.25
2022-12-20,1769629.0,884.8145000000001,353925.80000000005,221203.62500000003,88481.45000000001
2022-12-21,893510.0,446.755,178702.0,111688.75,44675.5
2022-12-22,1954808.0,977.404,390961.6,244351.0,97740.4
2022-12-23,823278.0,411.639,164655.6,102909.75,41163.9
2022-12-24,1254184.0,627.092,250836.8,156773.0,62709.2
2022-12-25,488438.0,244.219,97687.59999999999,61054.75,24421.899999999998
2022-12-26,1015885.0,507.9425,203177.0,126985.625,50794.25
2022-12-27,631533.0,315.7665,126306.6,78941.625,31576.65
2022-12-28,1782409.0,891.2045,356481.80000000005,222801.125,89120.45000000001
2022-12-29,737210.0,368.605,147442.0,92151.25,36860.5
2022-12-30,1529525.0,764.7625,305905.0,191190.625,76476.25
2022-12-31,1105921.0,552.9605,221184.2,138240.125,55296.05
2023-01-01,430722.0,215.36100000000002,86144.40000000001,53840.25000000001,21536.100000000002
2023-01-02,929788.0,464.894,185957.6,116223.5,46489.4
2023-01-03,469934.0,234.967,93986.8,58741.75,23496.7
2023-01-04,1639211.0,819.6055,327842.2,204901.375,81960.55
2023-01-05,756262.0,378.13100000000003,151252.40000000002,94532.75,37813.100000000006
2023-01-06,1531696.0,765.8480000000001,306339.2,191462.00000000003,76584.8
2023-01-07,756133.0,378.0665,151226.6,94516.625,37806.65
2023-01-08,2156968.0,1078.484,431393.6,269621.0,107848.4
2023-01-09,258665.0,129.3325,51733.00000000001,32333.125000000004,12933.250000000002
2023-01-10,16456507.0,8228.2535,3291301.4000000004,2057063.3750000002,822825.3500000001
2023-01-11,971642.0,485.821,194328.40000000002,121455.25,48582.100000000006
2023-01-12,1169794.0,584.897,233958.80000000002,146224.25,58489.700000000004
2023-01-13,426674.0,213.33700000000002,85334.8,53334.25000000001,21333.7
2023-01-14,1091352.0,545.676,218270.40000000002,136419.0,54567.600000000006
2023-01-15,383976.0,191.988,76795.2,47997.0,19198.8
2023-01-16,774564.0,387.282,154912.8,96820.5,38728.2
2023-01-17,374302.0,187.151,74860.40000000001,46787.75,18715.100000000002
2023-01-18,620768.0,310.384,124153.6,77596.0,31038.4
2023-01-19,838247.0,419.12350000000004,167649.40000000002,104780.87500000001,41912.350000000006
2023-01-20,329751.0,164.87550000000002,65950.20000000001,41218.87500000001,16487.550000000003
2023-01-21,851464.0,425.732,170292.80000000002,106433.0,42573.200000000004
2023-01-22,794607.0,397.3035,158921.4,99325.875,39730.35
2023-01-23,599965.0,299.9825,119993.0,74995.625,29998.25
2023-01-24,540165.0,270.0825,108033.0,67520.625,27008.25
2023-01-25,671213.0,335.6065,134242.6,83901.625,33560.65
2023-01-26,762843.0,381.4215,152568.6,95355.375,38142.15
2023-01-27,677700.0,338.85,135540.0,84712.5,33885.0
2023-01-28,194046.0,97.023,38809.2,24255.75,9702.3
2023-01-29,336294.0,168.147,67258.8,42036.75,16814.7
2023-01-30,484431.0,242.2155,96886.2,60553.875,24221.55
2023-01-31,505982.0,252.991,101196.40000000001,63247.75,25299.100000000002
2023-02-01,241503.0,120.75150000000001,48300.600000000006,30187.875,12075.150000000001
2023-02-02,603977.0,301.9885,120795.4,75497.125,30198.85
2023-02-03,170026.0,85.013,34005.200000000004,21253.25,8501.300000000001
2023-02-04,594267.0,297.1335,118853.40000000001,74283.375,29713.350000000002
2023-02-05,267977.0,133.98850000000002,53595.40000000001,33497.12500000001,13398.850000000002
2023-02-06,253458.0,126.729,50691.6,31682.25,12672.9
2023-02-07,379564.0,189.782,75912.8,47445.5,18978.2
2023-02-08,174996.0,87.498,34999.200000000004,21874.5,8749.800000000001
2023-02-09,234581.0,117.29050000000001,46916.200000000004,29322.625000000004,11729.050000000001
2023-02-10,157317.0,78.6585,31463.4,19664.625,7865.85
2023-02-11,122616.0,61.308,24523.2,15327.0,6130.8
2023-02-12,95775.0,47.8875,19155.0,11971.875,4788.75
2023-02-13,148772.0,74.386,29754.399999999998,18596.5,7438.599999999999
2023-02-14,488481.0,244.2405,97696.2,61060.125,24424.05
2023-02-15,474643.0,237.32150000000001,94928.6,59330.375,23732.15
2023-02-16,524686.0,262.343,104937.20000000001,65585.75,26234.300000000003
2023-02-17,162860.0,81.43,32572.000000000004,20357.5,8143.000000000001
2023-02-18,490059.0,245.0295,98011.8,61257.375,24502.95
2023-02-19,428418.0,214.209,85683.6,53552.25,21420.9
2023-02-20,257566.0,128.78300000000002,51513.200000000004,32195.750000000004,12878.300000000001
2023-02-21,487883.0,243.94150000000002,97576.6,60985.37500000001,24394.15
2023-02-22,149027.0,74.51350000000001,29805.4,18628.375000000004,7451.35
2023-02-23,534212.0,267.106,106842.4,66776.5,26710.6
2023-02-24,146417.0,73.2085,29283.4,18302.125,7320.85
2023-02-25,414444.0,207.222,82888.8,51805.5,20722.2
2023-02-26,117122.0,58.561,23424.4,14640.25,5856.1
2023-02-27,233648.0,116.824,46729.6,29206.0,11682.4
2023-02-28,140330.0,70.165,28066.000000000004,17541.25,7016.500000000001
2023-03-01,190599.0,95.29950000000001,38119.8,23824.875000000004,9529.95
2023-03-02,629219.0,314.6095,125843.80000000002,78652.375,31460.950000000004
2023-03-03,116269.0,58.1345,23253.800000000003,14533.625,5813.450000000001
2023-03-04,341327.0,170.6635,68265.4,42665.875,17066.35
2023-03-05,19069.0,9.5345,3813.7999999999997,2383.625,953.4499999999999
