date,workload
2023-02-02,603977.0
2023-02-03,170026.0
2023-02-04,594267.0
2023-02-05,267977.0
2023-02-06,253458.0
2023-02-07,379564.0
2023-02-08,174996.0
2023-02-09,234581.0
2023-02-10,157317.0
2023-02-11,122616.0
2023-02-12,95775.0
2023-02-13,148772.0
2023-02-14,488481.0
2023-02-15,474643.0
2023-02-16,524686.0
2023-02-17,162860.0
2023-02-18,490059.0
2023-02-19,428418.0
2023-02-20,257566.0
2023-02-21,487883.0
2023-02-22,149027.0
2023-02-23,534212.0
2023-02-24,146417.0
2023-02-25,414444.0
2023-02-26,117122.0
2023-02-27,233648.0
2023-02-28,140330.0
2023-03-01,190599.0
2023-03-02,629219.0
2023-03-03,116269.0
2023-03-04,341327.0
2023-03-05,19069.0
